Vehicle Name,Location X,Location Y,Location Z,Rotation Pitch,Rotation Yaw,Rotation Roll,Timestamp
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.40,12010.00,-384.62,-0.38,-91.41,-0.05,"2025-01-27 12:42:10"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.33,12008.94,-384.62,-0.24,-91.41,-0.03,"2025-01-27 12:42:10"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.32,12008.25,-384.62,-0.28,-91.41,-0.03,"2025-01-27 12:42:10"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.27,12007.02,-384.63,-0.20,-91.41,-0.02,"2025-01-27 12:42:10"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.26,12006.27,-384.63,-0.23,-91.41,-0.01,"2025-01-27 12:42:10"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.24,12005.54,-384.64,-0.28,-91.41,-0.02,"2025-01-27 12:42:10"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.23,12004.77,-384.65,-0.33,-91.41,-0.02,"2025-01-27 12:42:11"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.21,12003.88,-384.66,-0.38,-91.42,-0.03,"2025-01-27 12:42:11"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.11,12001.97,-384.67,-0.09,-91.41,-0.01,"2025-01-27 12:42:11"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.09,12000.81,-384.68,-0.11,-91.41,-0.01,"2025-01-27 12:42:11"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.06,11999.47,-384.71,-0.16,-91.41,-0.02,"2025-01-27 12:42:11"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2053.01,11997.45,-384.74,-0.08,-91.41,-0.01,"2025-01-27 12:42:11"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459391",2052.97,11995.44,-384.78,-0.09,-91.41,-0.01,"2025-01-27 12:42:11"
