Vehicle Name,Location X,Location Y,Location Z,Rotation Pitch,Rotation Yaw,Rotation Roll,Timestamp
"BMW_Series7_Pawn_C_2147460246",2012.22,10562.86,-397.72,-0.02,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.22,10562.87,-397.72,-0.02,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.22,10562.88,-397.72,-0.03,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.23,10562.89,-397.72,-0.03,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.23,10562.88,-397.73,-0.04,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.22,10562.86,-397.72,-0.02,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.22,10562.88,-397.72,-0.02,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.22,10562.87,-397.72,-0.02,-91.41,-0.00,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.23,10562.89,-397.73,-0.04,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.24,10562.91,-397.71,-0.04,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.24,10562.90,-397.71,-0.04,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.23,10562.82,-397.70,-0.02,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.23,10562.67,-397.71,-0.03,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.21,10562.19,-397.71,-0.02,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.21,10561.63,-397.72,-0.03,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.19,10560.61,-397.74,-0.05,-91.41,-0.03,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.17,10559.03,-397.78,-0.09,-91.41,-0.05,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.14,10557.00,-397.81,-0.14,-91.42,-0.08,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2012.02,10554.00,-397.83,-0.08,-91.41,-0.05,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2011.91,10550.42,-397.85,-0.03,-91.41,-0.04,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2011.79,10546.38,-397.87,-0.00,-91.41,-0.03,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2011.66,10541.80,-397.91,-0.01,-91.41,-0.03,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2011.50,10536.05,-397.94,-0.01,-91.41,-0.02,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2011.37,10530.32,-397.99,-0.04,-91.41,-0.03,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2011.20,10523.77,-398.06,-0.04,-91.41,-0.03,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2011.01,10517.10,-398.13,-0.04,-91.41,-0.03,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2010.80,10509.91,-398.19,-0.02,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2010.59,10502.21,-398.25,-0.02,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2010.37,10494.40,-398.31,-0.01,-91.41,-0.01,"2025-01-27 12:36:49"
"BMW_Series7_Pawn_C_2147460246",2010.15,10485.69,-398.38,-0.02,-91.41,-0.02,"2025-01-27 12:36:50"
"BMW_Series7_Pawn_C_2147460246",2009.94,10476.66,-398.47,-0.05,-91.41,-0.04,"2025-01-27 12:36:50"
"BMW_Series7_Pawn_C_2147460246",2009.71,10466.67,-398.56,-0.09,-91.41,-0.06,"2025-01-27 12:36:50"
"BMW_Series7_Pawn_C_2147460246",2009.47,10456.09,-398.66,-0.14,-91.41,-0.09,"2025-01-27 12:36:50"
"BMW_Series7_Pawn_C_2147460246",2009.08,10445.27,-398.73,-0.03,-91.41,-0.02,"2025-01-27 12:36:50"
