Vehicle Name,Location X,Location Y,Location Z,Rotation Pitch,Rotation Yaw,Rotation Roll,Timestamp
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.26,11904.68,-385.59,-0.02,-91.41,-0.00,"2025-01-27 12:32:52"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.26,11904.66,-385.59,-0.01,-91.41,-0.00,"2025-01-27 12:32:52"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.26,11904.68,-385.58,-0.01,-91.41,-0.00,"2025-01-27 12:32:52"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.26,11904.71,-385.58,-0.02,-91.41,-0.00,"2025-01-27 12:32:53"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.26,11904.71,-385.58,-0.03,-91.41,-0.00,"2025-01-27 12:32:53"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.26,11904.69,-385.58,-0.01,-91.41,-0.00,"2025-01-27 12:32:53"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.27,11904.71,-385.58,-0.02,-91.41,-0.00,"2025-01-27 12:32:53"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.27,11904.70,-385.58,-0.02,-91.41,-0.00,"2025-01-27 12:32:53"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.27,11904.73,-385.58,-0.03,-91.41,-0.00,"2025-01-27 12:32:53"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.27,11904.70,-385.58,-0.02,-91.41,-0.00,"2025-01-27 12:32:53"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.27,11904.72,-385.58,-0.02,-91.41,-0.00,"2025-01-27 12:32:53"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.27,11904.71,-385.58,-0.02,-91.41,-0.00,"2025-01-27 12:32:53"
"ASB_Mercedes_Sprinter_Ambulance_Pawn_C_2147459607",2049.27,11904.70,-385.58,-0.01,-91.41,-0.00,"2025-01-27 12:32:53"
